id,name,discount,price,rating,release,ends,start
1726190,No Straight Roads: Encore Edition,"-0,75","6,24","0,8596",Oct 2021,1731348000,1730744633
1891090,Final Vendetta,"-0,75","6,24","0,7452",Jun 2022,1731866400,1730664302
8870,BioShock Infinite,"-0,75","7,49","0,9253",Mar 2013,1731607200,1730394083
220440,DmC: Devil May Cry,"-0,75","7,49","0,9118",Jan 2013,1731434400,1730221283
235600,Tom Clancy’s Splinter Cell Blacklist,"-0,75","7,49","0,7919",Aug 2013,1731866400,1730656883
466560,Northgard,"-0,75","7,49","0,8566",Mar 2018,1731348000,1730991903
468240,VR Regatta - The Sailing Game,"-0,75","7,49","0,7817",Jan 2018,1731348000,1730744509
678520,Gal*Gun VR,"-0,75","7,49","0,7799",Aug 2017,1731348000,1730136132
739650,Drake Hollow,"-0,75","7,49","0,7509",Oct 2020,1731261600,1730225102
814370,Monster Sanctuary,"-0,75","7,49","0,8928",Dec 2020,1731952800,1730739906
967390,Chronos: Before the Ashes,"-0,75","7,49","0,6221",Dec 2020,1731348000,1730744557
1063660,Bendy and the Dark Revival,"-0,75","7,49","0,9064",Nov 2022,1731348000,1730136171
1094720,Clive 'N' Wrench,"-0,75","7,49","0,6786",Feb 2023,1731866400,1730664062
1167300,Battle Axe,"-0,75","7,49","0,5364",Apr 2021,1731866400,1730664302
1262540,Need for Speed™,"-0,75","7,49","0,6914",Mar 2016,1731348000,1730136196
1262580,Need for Speed™ Payback,"-0,75","7,49","0,8409",Nov 2017,1731348000,1730136196
1328660,Need for Speed™ Hot Pursuit Remastered,"-0,75","7,49","0,7843",Nov 2020,1731348000,1730136203
1462570,Lost in Random™,"-0,75","7,49","0,8587",Sep 2021,1731348000,1730136218
1474740,Horse Tales: Emerald Valley Ranch,"-0,75","7,49","0,603",Nov 2022,1732039200,1730829748
1517970,Aeterna Noctis,"-0,75","7,49","0,7411",Dec 2021,1731175200,1729962132
1552810,Twin Mirror,"-0,75","7,49","0,7416",Dec 2021,1731520800,1730397902
1730700,We Love Katamari REROLL+ Royal Reverie,"-0,75","7,49","0,9096",Jun 2023,1731348000,1730744633
1761620,Headbangers: Rhythm Royale,"-0,75","7,49","0,6952",Oct 2023,1731348000,1730138705
2008410,Garfield Lasagna Party,"-0,75","7,49","0,6818",Nov 2022,1731434400,1730829774
585830,Ninja Stealth 2,"-0,09","1,15","0,6635",Jan 2017,0,1730916097
754120,Ninja Stealth 3,"-0,09","1,15","0,7598",Dec 2017,0,1730916107
1168660,Barro 2020,"-0,09","1,15","0,8193",Nov 2019,0,1730916129
1239260,Barro F,"-0,09","1,15","0,8032",Feb 2020,0,1730916133
